"pathway_id","pathway_name","n_genes","gene_names","gene_pvals","magma_pvalue"
"PWY-6733","sporopollenin precursors biosynthesis",62,"SORBI_3001G397400;SORBI_3001G397500;SORBI_3001G491400;SORBI_3001G492400;SORBI_3001G509901;SORBI_3002G115700;SORBI_3002G128900;SORBI_3002G134100;SORBI_3002G237600;SORBI_3002G251200;SORBI_3002G265300;SORBI_3003G004900;SORBI_3003G008200;SORBI_3003G008300;SORBI_3003G088200;SORBI_3003G242000;SORBI_3003G258200;SORBI_3003G303900;SORBI_3003G360600;SORBI_3003G362700;SORBI_3003G378301;SORBI_3003G380600;SORBI_3004G060700;SORBI_3004G060766;SORBI_3004G144150;SORBI_3004G144200;SORBI_3004G288500;SORBI_3005G020300;SORBI_3005G033100;SORBI_3005G037000;SORBI_3005G054900;SORBI_3005G063300;SORBI_3005G063400;SORBI_3005G156100;SORBI_3005G224601;SORBI_3005G232000;SORBI_3006G079500;SORBI_3006G085601;SORBI_3006G175800;SORBI_3006G175900;SORBI_3006G177000;SORBI_3006G247200;SORBI_3006G247300;SORBI_3006G272600;SORBI_3007G029900;SORBI_3007G169900;SORBI_3007G170100;SORBI_3007G170700;SORBI_3007G170800;SORBI_3007G195300;SORBI_3007G206000;SORBI_3008G010800;SORBI_3008G036000;SORBI_3008G051300;SORBI_3008G076300;SORBI_3008G076401;SORBI_3009G031400;SORBI_3009G114800;SORBI_3009G155500;SORBI_3010G045400;SORBI_3010G045500;SORBI_3010G214900","3.8792e-01;3.1686e-01;8.7986e-01;9.2221e-01;1.9291e-01;5.2787e-02;6.7860e-01;6.2885e-01;7.3861e-01;6.4778e-01;5.9284e-01;3.8984e-01;6.6419e-01;6.5119e-01;7.4264e-01;3.4265e-02;8.5146e-01;5.5405e-01;8.2656e-01;8.1004e-03;8.6831e-01;9.4768e-01;9.2461e-01;5.9272e-01;8.8286e-01;9.0742e-01;2.4466e-01;8.5740e-02;3.8643e-01;3.7348e-02;2.0825e-01;7.7356e-02;8.1769e-01;5.0089e-01;9.1975e-01;4.8782e-01;6.7757e-02;6.9956e-01;8.0195e-01;7.7077e-01;3.8063e-01;2.5289e-01;5.8442e-01;6.8862e-01;5.9137e-01;7.2543e-01;4.2860e-01;2.1955e-01;1.7489e-01;3.4700e-01;6.0399e-01;2.9948e-01;1.4213e-01;8.5213e-02;7.7165e-03;7.7539e-01;8.2706e-03;1.2016e-01;1.4323e-01;3.3460e-01;7.5815e-01;5.0362e-01",0.89374
"PWY-321","cutin biosynthesis",56,"SORBI_3001G137900;SORBI_3001G195300;SORBI_3001G320300;SORBI_3001G491400;SORBI_3001G509901;SORBI_3001G530300;SORBI_3002G128900;SORBI_3002G181800;SORBI_3002G265300;SORBI_3003G004900;SORBI_3003G008200;SORBI_3003G008300;SORBI_3003G058600;SORBI_3003G242000;SORBI_3003G258200;SORBI_3003G303900;SORBI_3003G360600;SORBI_3003G362700;SORBI_3003G378301;SORBI_3003G380600;SORBI_3004G006400;SORBI_3004G282800;SORBI_3004G288500;SORBI_3005G020300;SORBI_3005G033100;SORBI_3005G037000;SORBI_3005G054900;SORBI_3005G151900;SORBI_3005G156100;SORBI_3005G219500;SORBI_3005G232000;SORBI_3006G079500;SORBI_3006G085601;SORBI_3006G175800;SORBI_3006G175900;SORBI_3006G177000;SORBI_3006G185600;SORBI_3006G247200;SORBI_3006G247300;SORBI_3006G261000;SORBI_3006G272600;SORBI_3007G015100;SORBI_3007G015200;SORBI_3007G041200;SORBI_3007G122400;SORBI_3007G195300;SORBI_3008G010800;SORBI_3008G014200;SORBI_3008G036000;SORBI_3008G051300;SORBI_3009G031400;SORBI_3009G114800;SORBI_3009G155500;SORBI_3010G045400;SORBI_3010G045500;SORBI_3010G214900","8.1133e-01;6.9580e-01;2.0089e-01;8.7986e-01;1.9291e-01;1.6724e-01;6.7860e-01;4.1578e-01;5.9284e-01;3.8984e-01;6.6419e-01;6.5119e-01;8.3595e-01;3.4265e-02;8.5146e-01;5.5405e-01;8.2656e-01;8.1004e-03;8.6831e-01;9.4768e-01;1.9501e-01;5.6542e-01;2.4466e-01;8.5740e-02;3.8643e-01;3.7348e-02;2.0825e-01;1.3339e-01;5.0089e-01;9.2239e-01;4.8782e-01;6.7757e-02;6.9956e-01;8.0195e-01;7.7077e-01;3.8063e-01;3.4431e-01;2.5289e-01;5.8442e-01;4.1449e-01;6.8862e-01;3.0137e-01;2.6101e-01;2.8911e-01;7.7478e-01;3.4700e-01;2.9948e-01;8.4305e-01;1.4213e-01;8.5213e-02;8.2706e-03;1.2016e-01;1.4323e-01;3.3460e-01;7.5815e-01;5.0362e-01",0.89619
"PWY-5807","heptaprenyl diphosphate biosynthesis",5,"SORBI_3002G123500;SORBI_3002G130000;SORBI_3002G298400;SORBI_3003G361900;SORBI_3009G246400","1.4912e-01;2.0906e-01;2.7027e-02;8.4816e-01;6.3153e-07",0.89625
"PWY-6927","chlorophyll <i>a</i> degradation II",14,"SORBI_3001G048400;SORBI_3001G048500;SORBI_3001G048600;SORBI_3001G306600;SORBI_3001G504900;SORBI_3002G275300;SORBI_3002G351200;SORBI_3003G146500;SORBI_3003G162500;SORBI_3004G034600;SORBI_3004G267700;SORBI_3004G327200;SORBI_3005G120000;SORBI_3009G140600","7.4791e-01;7.7521e-01;7.4581e-01;1.5886e-03;6.7799e-01;7.1900e-01;8.2694e-01;6.5903e-01;4.3311e-01;8.4869e-01;8.0600e-02;6.0938e-01;7.4222e-01;9.2836e-01",0.89675
"PWY-7184","pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I",42,"SORBI_3001G142000;SORBI_3001G230200;SORBI_3001G295200;SORBI_3001G356200;SORBI_3001G385000;SORBI_3001G518200;SORBI_3002G008500;SORBI_3002G303700;SORBI_3002G306900;SORBI_3002G392800;SORBI_3002G420600;SORBI_3003G030700;SORBI_3003G152900;SORBI_3003G326100;SORBI_3004G184500;SORBI_3004G202900;SORBI_3004G336100;SORBI_3005G018200;SORBI_3005G018300;SORBI_3005G085901;SORBI_3005G086000;SORBI_3005G099500;SORBI_3005G115500;SORBI_3005G195700;SORBI_3006G036700;SORBI_3006G038800;SORBI_3006G134900;SORBI_3007G137900;SORBI_3007G190200;SORBI_3007G194100;SORBI_3008G021900;SORBI_3008G022100;SORBI_3008G091400;SORBI_3008G123600;SORBI_3008G140100;SORBI_3008G140300;SORBI_3009G166600;SORBI_3009G211900;SORBI_3009G259200;SORBI_3010G054600;SORBI_3010G106300;SORBI_3010G148866","2.5580e-01;3.9177e-01;4.4135e-02;5.3614e-01;5.7368e-01;9.1723e-02;2.1430e-01;7.8966e-01;6.3153e-01;7.4089e-01;9.6025e-01;8.3569e-01;3.7312e-01;4.4296e-01;3.7400e-03;5.2954e-01;6.7799e-01;4.5042e-01;4.4720e-01;6.6036e-01;2.3012e-01;1.2120e-01;8.0140e-01;6.7307e-01;3.9527e-01;3.7551e-03;3.1388e-01;7.1491e-01;1.3612e-01;8.1506e-01;5.5665e-01;4.3309e-01;1.7173e-01;4.9882e-01;1.9130e-01;3.3681e-01;1.9830e-01;8.4068e-04;4.8519e-01;7.8609e-01;8.5442e-01;3.4332e-01",0.89758
"PWY-1801","formaldehyde oxidation II (glutathione-dependent)",2,"SORBI_3003G420900;SORBI_3004G343200","8.3346e-01;9.1042e-02",0.9007
"PWY-6607","guanosine nucleotides degradation I",9,"SORBI_3001G073500;SORBI_3001G125000;SORBI_3001G153300;SORBI_3001G325200;SORBI_3002G072300;SORBI_3002G206800;SORBI_3003G061200;SORBI_3003G113200;SORBI_3003G274200","7.2840e-01;1.9769e-02;3.9739e-01;8.3426e-01;2.6871e-01;6.6106e-02;8.2422e-01;4.9014e-01;3.7120e-01",0.90088
"PWYQT-4445","pyrimidine salvage pathway",15,"SORBI_3001G073500;SORBI_3001G125000;SORBI_3001G153300;SORBI_3002G072300;SORBI_3002G206800;SORBI_3002G257200;SORBI_3003G061200;SORBI_3003G113200;SORBI_3003G274200;SORBI_3004G000100;SORBI_3007G169700;SORBI_3007G194700;SORBI_3007G218600;SORBI_3008G190400;SORBI_3009G160500","7.2840e-01;1.9769e-02;3.9739e-01;2.6871e-01;6.6106e-02;4.1771e-01;8.2422e-01;4.9014e-01;3.7120e-01;7.8871e-01;5.4746e-01;8.1786e-01;4.0321e-01;7.4328e-01;1.9760e-01",0.90418
"PWY-5805","nonaprenyl diphosphate biosynthesis I",4,"SORBI_3007G070000;SORBI_3008G088821;SORBI_3009G246400;SORBI_3010G229400","8.0390e-01;5.2757e-01;6.3153e-07;7.9821e-01",0.90434
"PWY0-1535","D-serine degradation",2,"SORBI_3002G317600;SORBI_3006G173600","3.4453e-01;5.2031e-01",0.90603
"TRPSYN-PWY","L-tryptophan biosynthesis",17,"SORBI_3001G029300;SORBI_3001G056400;SORBI_3001G056500;SORBI_3001G056601;SORBI_3001G112700;SORBI_3001G427700;SORBI_3001G523800;SORBI_3002G054700;SORBI_3002G160600;SORBI_3004G118400;SORBI_3004G143900;SORBI_3006G109100;SORBI_3006G112600;SORBI_3007G032000;SORBI_3007G086600;SORBI_3010G147500;SORBI_3010G198000","5.4876e-01;6.4745e-01;4.6135e-01;1.8731e-01;7.7123e-02;9.3783e-01;3.3558e-01;8.8405e-01;4.5526e-01;7.9430e-01;4.1524e-01;2.3156e-01;6.5365e-01;6.1802e-01;7.6371e-01;4.0068e-01;9.3467e-01",0.90893
"PWY-6673","caffeoylglucarate biosynthesis",5,"SORBI_3004G207500;SORBI_3004G207600;SORBI_3004G207800;SORBI_3005G127200;SORBI_3010G244100","8.1734e-01;8.4065e-01;9.6869e-01;1.1436e-01;7.7578e-01",0.91059
"PWY-7039","phosphatidate metabolism, as a signaling molecule",39,"SORBI_3001G320200;SORBI_3001G333900;SORBI_3001G349800;SORBI_3001G408001;SORBI_3001G524300;SORBI_3001G529800;SORBI_3002G098900;SORBI_3002G165140;SORBI_3002G204500;SORBI_3002G250700;SORBI_3002G282500;SORBI_3002G430500;SORBI_3003G050400;SORBI_3003G078700;SORBI_3003G147000;SORBI_3003G265100;SORBI_3003G318700;SORBI_3004G016900;SORBI_3004G324100;SORBI_3005G002000;SORBI_3005G018900;SORBI_3005G222500;SORBI_3006G230400;SORBI_3007G062000;SORBI_3007G091400;SORBI_3007G108500;SORBI_3008G002000;SORBI_3008G077600;SORBI_3008G090600;SORBI_3008G140400;SORBI_3008G183400;SORBI_3009G027800;SORBI_3009G062600;SORBI_3009G109925;SORBI_3009G110000;SORBI_3009G221500;SORBI_3010G185600;SORBI_3010G190300;SORBI_3010G209900","2.1019e-01;7.3313e-01;7.2044e-01;7.6333e-01;5.0914e-01;5.0744e-01;2.6590e-01;6.2997e-01;2.3727e-02;5.3843e-01;3.3360e-01;2.6485e-02;6.2646e-01;6.3552e-01;2.1603e-02;1.7564e-02;2.0951e-02;5.8695e-01;3.9093e-01;1.1150e-01;9.6716e-01;8.9752e-01;6.3386e-01;2.3846e-01;5.8950e-01;4.4669e-01;7.5378e-01;8.4412e-01;6.3878e-02;3.4464e-01;3.3817e-01;3.6895e-01;1.3945e-01;5.3453e-01;3.6705e-02;2.4525e-08;6.7584e-02;6.2095e-01;9.7295e-01",0.91113
"PWY-6039","chlorogenic acid biosynthesis I",35,"SORBI_3001G251300;SORBI_3002G175600;SORBI_3002G205100;SORBI_3002G205300;SORBI_3002G242300;SORBI_3003G068300;SORBI_3003G068600;SORBI_3003G068800;SORBI_3003G068900;SORBI_3003G068950;SORBI_3003G069000;SORBI_3003G069200;SORBI_3003G082800;SORBI_3003G327800;SORBI_3003G360000;SORBI_3004G212300;SORBI_3004G297800;SORBI_3004G328700;SORBI_3006G136800;SORBI_3006G136900;SORBI_3007G012700;SORBI_3007G043200;SORBI_3007G142200;SORBI_3007G165800;SORBI_3007G217200;SORBI_3007G218700;SORBI_3007G218800;SORBI_3009G157100;SORBI_3009G181800;SORBI_3010G001300;SORBI_3010G001400;SORBI_3010G034800;SORBI_3010G052200;SORBI_3010G066601;SORBI_3010G066700","9.7710e-01;5.6075e-01;7.6209e-01;8.1666e-01;5.3813e-01;1.5373e-01;1.1294e-01;2.6232e-01;3.8990e-01;7.6438e-01;8.1284e-01;7.3839e-01;4.5645e-01;7.7443e-01;2.9433e-01;3.9202e-01;2.9380e-01;9.4701e-01;6.1366e-01;6.0954e-01;6.4254e-01;5.5719e-01;9.3156e-01;4.0597e-01;6.8737e-01;3.8268e-01;3.4461e-01;1.2413e-01;2.0197e-01;2.8792e-01;3.5362e-01;6.3061e-01;2.8634e-01;8.9632e-01;4.7671e-01",0.91769
"PWY-6457","cinnamoyl-CoA biosynthesis",9,"SORBI_3001G160500;SORBI_3001G518800;SORBI_3004G220300;SORBI_3004G220400;SORBI_3004G220500;SORBI_3004G220600;SORBI_3004G220700;SORBI_3006G148800;SORBI_3006G148900","7.6919e-01;1.0567e-01;8.6353e-01;8.5883e-01;8.9250e-01;7.5753e-01;8.3227e-01;2.8940e-01;2.4986e-01",0.92064
"PWY-5337","stachyose biosynthesis",11,"SORBI_3001G019000;SORBI_3001G044800;SORBI_3001G391300;SORBI_3002G075800;SORBI_3002G423600;SORBI_3003G052300;SORBI_3005G210100;SORBI_3006G122400;SORBI_3007G064400;SORBI_3010G057300;SORBI_3010G057400","5.2949e-01;7.5524e-01;2.0034e-01;4.7075e-01;3.7175e-01;4.7190e-01;2.1646e-01;5.1660e-01;5.8929e-01;2.3042e-02;2.3511e-02",0.92422
"PWY-4203","volatile benzenoid biosynthesis I (ester formation)",28,"SORBI_3001G201800;SORBI_3001G271600;SORBI_3001G273200;SORBI_3001G277800;SORBI_3002G044700;SORBI_3002G044800;SORBI_3002G302400;SORBI_3003G269700;SORBI_3004G036100;SORBI_3004G036200;SORBI_3005G226200;SORBI_3006G019700;SORBI_3006G020200;SORBI_3006G020300;SORBI_3006G209000;SORBI_3006G209200;SORBI_3006G209300;SORBI_3006G247400;SORBI_3007G203600;SORBI_3010G011700;SORBI_3010G040200;SORBI_3010G040700;SORBI_3010G130500;SORBI_3010G179900;SORBI_3010G204000;SORBI_3010G259300;SORBI_3010G259500;SORBI_3010G259600","6.4566e-01;9.4584e-01;8.7519e-01;5.4161e-01;9.1406e-04;6.9775e-04;1.4564e-01;1.1157e-01;8.0004e-01;8.4893e-01;7.8124e-01;5.0284e-01;5.6673e-01;4.6250e-01;9.4840e-02;1.1804e-01;4.5974e-02;3.6230e-01;1.4341e-01;8.5047e-01;8.2445e-01;1.6174e-02;7.7258e-01;1.3455e-01;5.4079e-02;7.6975e-01;6.8247e-01;7.7395e-01",0.92539
"ARG-PRO-PWY","L-arginine degradation VI (arginase 2 pathway)",4,"SORBI_3001G156100;SORBI_3003G424300;SORBI_3006G004500;SORBI_3007G143600","6.0344e-01;8.2537e-01;4.9245e-01;8.5652e-01",0.92551
"PWY-5692","allantoin degradation to glyoxylate II",2,"SORBI_3002G309900;SORBI_3008G153400","8.5992e-01;8.8363e-01",0.92564
"CHLOROPHYLL-SYN","3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)",12,"SORBI_3001G041800;SORBI_3001G379700;SORBI_3001G383900;SORBI_3003G132100;SORBI_3003G137100;SORBI_3003G225100;SORBI_3006G129700;SORBI_3006G210800;SORBI_3006G264900;SORBI_3007G076700;SORBI_3008G051000;SORBI_3010G022100","3.2918e-01;8.5302e-01;3.6790e-01;8.6667e-01;7.1061e-01;6.2276e-01;9.4836e-01;6.2086e-01;3.5237e-01;3.8572e-01;6.7638e-01;2.0502e-01",0.92733
"PWY-5350","thiosulfate disproportionation IV (rhodanese)",6,"SORBI_3004G002600;SORBI_3004G053000;SORBI_3006G032700;SORBI_3008G162000;SORBI_3010G270200;SORBI_3010G270300","1.6714e-01;7.5022e-01;8.5944e-01;7.8156e-01;7.7989e-01;6.3940e-01",0.93325
"PWY-5800","xylan biosynthesis",27,"SORBI_3001G242000;SORBI_3001G283400;SORBI_3001G409100;SORBI_3002G171200;SORBI_3002G333800;SORBI_3002G333900;SORBI_3002G334000;SORBI_3002G334100;SORBI_3002G334200;SORBI_3002G334300;SORBI_3002G334400;SORBI_3002G334500;SORBI_3002G430700;SORBI_3003G063400;SORBI_3003G129400;SORBI_3003G254700;SORBI_3006G002600;SORBI_3006G242100;SORBI_3007G050600;SORBI_3007G100800;SORBI_3008G125700;SORBI_3009G026101;SORBI_3009G229300;SORBI_3010G008600;SORBI_3010G136250;SORBI_3010G146000;SORBI_3010G238800","3.0262e-01;8.3579e-01;1.9287e-01;4.5724e-01;8.5921e-01;6.1139e-01;3.7972e-01;3.7504e-01;3.7676e-01;3.9188e-01;5.0664e-01;3.6851e-01;7.7348e-01;6.3110e-01;2.1707e-01;7.8822e-01;1.3381e-01;9.6284e-02;8.4193e-01;8.8389e-01;5.6975e-01;5.3079e-01;4.8629e-13;2.7065e-01;7.9815e-01;3.4721e-01;5.0382e-01",0.93467
"PWY-5859","eugenol and isoeugenol biosynthesis",7,"SORBI_3003G104350;SORBI_3003G394600;SORBI_3006G209000;SORBI_3006G209200;SORBI_3006G209300;SORBI_3010G040200;SORBI_3010G040700","2.8258e-02;7.4272e-01;9.4840e-02;1.1804e-01;4.5974e-02;8.2445e-01;1.6174e-02",0.93575
"PWY-5971","palmitate biosynthesis II (bacteria and plants)",43,"SORBI_3001G397400;SORBI_3001G397500;SORBI_3002G151000;SORBI_3002G256800;SORBI_3002G256900;SORBI_3002G401301;SORBI_3003G004900;SORBI_3003G242000;SORBI_3003G258200;SORBI_3003G303900;SORBI_3003G337500;SORBI_3004G080200;SORBI_3004G152800;SORBI_3004G178100;SORBI_3004G293800;SORBI_3004G293900;SORBI_3004G294000;SORBI_3005G020300;SORBI_3005G033100;SORBI_3005G054900;SORBI_3005G156100;SORBI_3006G043700;SORBI_3006G079500;SORBI_3006G171900;SORBI_3006G247200;SORBI_3006G247300;SORBI_3006G259300;SORBI_3006G272600;SORBI_3007G079600;SORBI_3007G112100;SORBI_3007G209800;SORBI_3007G225200;SORBI_3007G225300;SORBI_3008G010800;SORBI_3008G029200;SORBI_3008G051300;SORBI_3008G087300;SORBI_3009G031400;SORBI_3009G150900;SORBI_3010G045400;SORBI_3010G045500;SORBI_3010G073500;SORBI_3010G214900","3.8792e-01;3.1686e-01;6.1364e-01;9.3056e-02;2.3658e-01;3.0225e-01;3.8984e-01;3.4265e-02;8.5146e-01;5.5405e-01;5.3240e-01;5.9859e-01;4.8591e-01;4.1160e-03;9.3594e-03;1.3435e-02;2.0262e-02;8.5740e-02;3.8643e-01;2.0825e-01;5.0089e-01;7.6722e-02;6.7757e-02;4.1606e-01;2.5289e-01;5.8442e-01;6.0221e-01;6.8862e-01;2.6662e-01;9.1838e-01;6.3412e-01;3.1023e-01;4.9956e-01;2.9948e-01;3.7122e-01;8.5213e-02;6.6242e-01;8.2706e-03;5.7239e-01;3.3460e-01;7.5815e-01;2.5518e-01;5.0362e-01",0.9358
"PWY-7219","adenosine ribonucleotides <i>de novo</i> biosynthesis",14,"SORBI_3001G126300;SORBI_3001G392500;SORBI_3001G486700;SORBI_3001G518500;SORBI_3002G116200;SORBI_3003G233500;SORBI_3006G157000;SORBI_3006G261300;SORBI_3007G009200;SORBI_3007G021200;SORBI_3007G022600;SORBI_3007G113600;SORBI_3008G084100;SORBI_3008G084600","1.2723e-01;5.4023e-01;6.9949e-01;1.1492e-01;1.9715e-02;4.7887e-01;4.6103e-01;2.7490e-01;3.4810e-01;8.5640e-01;9.2983e-01;7.9751e-01;1.5498e-01;1.0901e-01",0.93865
"MANNOSYL-CHITO-DOLICHOL-BIOS...","MANNOSYL-CHITO-DOLICHOL-BIOS...",0,"","",0.93897
"ASPARAGINE-DEG1-PWY","L-asparagine degradation I",9,"SORBI_3001G174700;SORBI_3004G012300;SORBI_3004G225000;SORBI_3004G225100;SORBI_3004G225200;SORBI_3006G153700;SORBI_3006G243200;SORBI_3006G271700;SORBI_3007G005100","9.4043e-01;9.5775e-01;5.5890e-01;6.2672e-01;4.4464e-01;3.7737e-01;3.2797e-01;3.7734e-01;6.7661e-01",0.93939
"PWY-762","phospholipid desaturation",2,"SORBI_3007G065600;SORBI_3008G005600","9.4987e-01;8.5031e-01",0.94079
"PWY-6606","guanosine nucleotides degradation II",13,"SORBI_3001G026900;SORBI_3001G073500;SORBI_3001G125000;SORBI_3001G153300;SORBI_3001G325200;SORBI_3002G072300;SORBI_3002G090200;SORBI_3002G090300;SORBI_3002G134400;SORBI_3002G206800;SORBI_3003G061200;SORBI_3003G113200;SORBI_3003G274200","5.0095e-03;7.2840e-01;1.9769e-02;3.9739e-01;8.3426e-01;2.6871e-01;9.8756e-02;1.8713e-01;7.6468e-01;6.6106e-02;8.2422e-01;4.9014e-01;3.7120e-01",0.94125
"PWY-1121","suberin monomers biosynthesis",67,"SORBI_3001G160500;SORBI_3001G320300;SORBI_3001G346800;SORBI_3001G491400;SORBI_3001G509901;SORBI_3001G530300;SORBI_3002G126600;SORBI_3002G128900;SORBI_3002G181800;SORBI_3002G242300;SORBI_3002G265300;SORBI_3002G325000;SORBI_3003G004900;SORBI_3003G008200;SORBI_3003G008300;SORBI_3003G242000;SORBI_3003G258200;SORBI_3003G303900;SORBI_3003G327800;SORBI_3003G337400;SORBI_3003G360600;SORBI_3003G362700;SORBI_3003G378301;SORBI_3003G380600;SORBI_3004G141200;SORBI_3004G220300;SORBI_3004G220400;SORBI_3004G220500;SORBI_3004G220600;SORBI_3004G220700;SORBI_3004G282800;SORBI_3004G288500;SORBI_3005G020300;SORBI_3005G033100;SORBI_3005G037000;SORBI_3005G054900;SORBI_3005G156100;SORBI_3005G232000;SORBI_3006G079500;SORBI_3006G085601;SORBI_3006G148800;SORBI_3006G148900;SORBI_3006G175800;SORBI_3006G175900;SORBI_3006G177000;SORBI_3006G185600;SORBI_3006G247200;SORBI_3006G247300;SORBI_3006G272600;SORBI_3007G043200;SORBI_3007G047300;SORBI_3007G122400;SORBI_3007G195300;SORBI_3007G217200;SORBI_3007G218700;SORBI_3007G218800;SORBI_3008G010800;SORBI_3008G036000;SORBI_3008G051300;SORBI_3009G031400;SORBI_3009G114800;SORBI_3009G155500;SORBI_3009G181800;SORBI_3010G045400;SORBI_3010G045500;SORBI_3010G052200;SORBI_3010G214900","7.6919e-01;2.0089e-01;7.5575e-01;8.7986e-01;1.9291e-01;1.6724e-01;3.9879e-01;6.7860e-01;4.1578e-01;5.3813e-01;5.9284e-01;6.7140e-01;3.8984e-01;6.6419e-01;6.5119e-01;3.4265e-02;8.5146e-01;5.5405e-01;7.7443e-01;5.0434e-01;8.2656e-01;8.1004e-03;8.6831e-01;9.4768e-01;2.0118e-01;8.6353e-01;8.5883e-01;8.9250e-01;7.5753e-01;8.3227e-01;5.6542e-01;2.4466e-01;8.5740e-02;3.8643e-01;3.7348e-02;2.0825e-01;5.0089e-01;4.8782e-01;6.7757e-02;6.9956e-01;2.8940e-01;2.4986e-01;8.0195e-01;7.7077e-01;3.8063e-01;3.4431e-01;2.5289e-01;5.8442e-01;6.8862e-01;5.5719e-01;1.0399e-01;7.7478e-01;3.4700e-01;6.8737e-01;3.8268e-01;3.4461e-01;2.9948e-01;1.4213e-01;8.5213e-02;8.2706e-03;1.2016e-01;1.4323e-01;2.0197e-01;3.3460e-01;7.5815e-01;2.8634e-01;5.0362e-01",0.94158
"PWY-5989","stearate biosynthesis II (bacteria and plants)",38,"SORBI_3002G151000;SORBI_3002G256800;SORBI_3002G256900;SORBI_3003G004900;SORBI_3003G242000;SORBI_3003G258200;SORBI_3003G303900;SORBI_3003G337500;SORBI_3004G152800;SORBI_3004G178100;SORBI_3004G293800;SORBI_3004G293900;SORBI_3004G294000;SORBI_3005G020300;SORBI_3005G033100;SORBI_3005G054900;SORBI_3005G156100;SORBI_3006G043700;SORBI_3006G079500;SORBI_3006G171900;SORBI_3006G247200;SORBI_3006G247300;SORBI_3006G259300;SORBI_3006G272600;SORBI_3007G079600;SORBI_3007G112100;SORBI_3007G209800;SORBI_3007G225200;SORBI_3007G225300;SORBI_3008G010800;SORBI_3008G029200;SORBI_3008G051300;SORBI_3008G087300;SORBI_3009G031400;SORBI_3009G150900;SORBI_3010G045400;SORBI_3010G045500;SORBI_3010G214900","6.1364e-01;9.3056e-02;2.3658e-01;3.8984e-01;3.4265e-02;8.5146e-01;5.5405e-01;5.3240e-01;4.8591e-01;4.1160e-03;9.3594e-03;1.3435e-02;2.0262e-02;8.5740e-02;3.8643e-01;2.0825e-01;5.0089e-01;7.6722e-02;6.7757e-02;4.1606e-01;2.5289e-01;5.8442e-01;6.0221e-01;6.8862e-01;2.6662e-01;9.1838e-01;6.3412e-01;3.1023e-01;4.9956e-01;2.9948e-01;3.7122e-01;8.5213e-02;6.6242e-01;8.2706e-03;5.7239e-01;3.3460e-01;7.5815e-01;5.0362e-01",0.94308
"PWY-702","L-methionine biosynthesis II (plants)",4,"SORBI_3001G148900;SORBI_3002G317600;SORBI_3004G357900;SORBI_3008G178800","6.6087e-01;3.4453e-01;5.9069e-01;4.8747e-01",0.94699
"PWY-5148","acyl-CoA hydrolysis",11,"SORBI_3002G128900;SORBI_3002G265300;SORBI_3003G008200;SORBI_3003G008300;SORBI_3003G378301;SORBI_3005G232000;SORBI_3006G085601;SORBI_3006G175800;SORBI_3006G175900;SORBI_3007G195300;SORBI_3009G114800","6.7860e-01;5.9284e-01;6.6419e-01;6.5119e-01;8.6831e-01;4.8782e-01;6.9956e-01;8.0195e-01;7.7077e-01;3.4700e-01;1.2016e-01",0.94797
"HEME-BIOSYNTHESIS-II","heme <i>b</i> biosynthesis I (aerobic)",9,"SORBI_3001G379700;SORBI_3002G159300;SORBI_3003G137100;SORBI_3003G225100;SORBI_3004G006200;SORBI_3004G179400;SORBI_3006G129700;SORBI_3006G210800;SORBI_3007G076700","8.5302e-01;3.0755e-01;7.1061e-01;6.2276e-01;7.2850e-01;4.5912e-03;9.4836e-01;6.2086e-01;3.8572e-01",0.94854
"PWY-6549","L-glutamine biosynthesis III",26,"SORBI_3001G116400;SORBI_3001G231000;SORBI_3001G326900;SORBI_3001G451500;SORBI_3001G512800;SORBI_3002G167000;SORBI_3002G316900;SORBI_3002G402700;SORBI_3003G100600;SORBI_3003G129900;SORBI_3003G241500;SORBI_3003G301800;SORBI_3004G078000;SORBI_3004G101900;SORBI_3004G106900;SORBI_3004G202100;SORBI_3004G247000;SORBI_3006G000100;SORBI_3006G120900;SORBI_3006G141600;SORBI_3006G249400;SORBI_3007G068100;SORBI_3007G106500;SORBI_3009G132900;SORBI_3009G238900;SORBI_3010G160700","7.1323e-01;3.2063e-01;6.4792e-01;8.2383e-01;5.4559e-01;8.4727e-01;9.5081e-02;6.0909e-01;6.7067e-01;5.4302e-01;7.5665e-01;5.9425e-01;8.6163e-01;3.4077e-01;1.5049e-02;7.7316e-02;8.1662e-02;2.9245e-02;6.1969e-01;3.8300e-01;6.2022e-02;6.1591e-01;8.7767e-01;5.1937e-01;3.0930e-08;9.5076e-01",0.95366
